Int_ID,intersection_lat,intersection_long
3722,40.6513,-74.0146
3723,40.6513,-73.8835
3724,40.6514,-73.9559
3725,40.6514,-73.9634
3726,40.6514,-73.9381
3727,40.6514,-73.7544
3728,40.6514,-73.9134
3729,40.6514,-74.2306
3730,40.6514,-73.9371
3731,40.6514,-73.7554
3732,40.6514,-73.9758
3733,40.6515,-73.7554
3734,40.6515,-73.9362
3735,40.6515,-73.6976
3736,40.6515,-74.0103
3737,40.6515,-73.7553
3738,40.6515,-73.9352
3739,40.6515,-73.9094
3740,40.6515,-73.734
3741,40.6515,-73.963
3742,40.6515,-74.0074
3743,40.6515,-73.9526
3744,40.6516,-73.9343
3745,40.6516,-73.7589
3746,40.6516,-73.7358
3747,40.6516,-73.9811
3748,40.6516,-73.7552
3749,40.6516,-73.759
3750,40.6516,-73.8467
3751,40.6516,-73.7368
3752,40.6516,-73.7381
3753,40.6516,-73.9323
3754,40.6517,-73.9174
3755,40.6517,-73.9314
3756,40.6517,-73.9497
3757,40.6517,-73.9652
3758,40.6517,-73.9487
3759,40.6517,-73.718
3760,40.6518,-73.9749
3761,40.6518,-73.6254
3762,40.6518,-73.8826
3763,40.6518,-73.6771
3764,40.6518,-73.6854
3765,40.6518,-73.755
3766,40.6519,-73.9468
3767,40.6519,-73.9127
3768,40.6519,-73.7231
3769,40.6519,-74.014
3770,40.6519,-73.9294
3771,40.6519,-73.5153
3772,40.652,-73.8439
3773,40.652,-73.98
3774,40.6521,-73.7269
3775,40.6521,-74.0068
3776,40.6521,-73.888
3777,40.6521,-73.7274
3778,40.6521,-73.4386
3779,40.6521,-73.9167
3780,40.6521,-73.974
3781,40.6521,-73.9592
3782,40.6521,-73.843
3783,40.6522,-73.7298
3784,40.6522,-73.9614
3785,40.6522,-73.9285
3786,40.6522,-73.6308
3787,40.6522,-73.7302
3788,40.6522,-73.7321
3789,40.6522,-73.7311
3790,40.6522,-73.733
3791,40.6523,-73.9565
3792,40.6523,-73.8421
3793,40.6523,-73.956
3794,40.6523,-73.9275
3795,40.6524,-73.7386
3796,40.6524,-73.7369
3797,40.6524,-73.9791
3798,40.6524,-73.9118
3799,40.6524,-73.8384
3800,40.6524,-73.9256
3801,40.6525,-73.9634
3802,40.6525,-73.9789
3803,40.6525,-73.9527
3804,40.6525,-73.9658
3805,40.6525,-73.9246
3806,40.6525,-73.7609
3807,40.6525,-73.7225
3808,40.6525,-73.7417
3809,40.6525,-73.7433
3810,40.6525,-73.7402
3811,40.6526,-73.9604
3812,40.6526,-73.9159
3813,40.6526,-74.0061
3814,40.6526,-74.0092
3815,40.6526,-73.7191
3816,40.6526,-73.9813
3817,40.6526,-73.9498
3818,40.6527,-73.9726
3819,40.6527,-73.8862
3820,40.6527,-73.9782
3821,40.6527,-73.8069
3822,40.6527,-73.9761
3823,40.6528,-73.7269
3824,40.6528,-73.8277
3825,40.6528,-73.7995
3826,40.6528,-73.9469
3827,40.6528,-73.8667
3828,40.6528,-74.0095
3829,40.6528,-73.8067
3830,40.6528,-73.848
3831,40.6529,-73.8065
3832,40.6529,-73.7297
3833,40.6529,-73.9773
3834,40.6529,-73.945
3835,40.6529,-73.9593
3836,40.6529,-73.732
3837,40.6529,-73.8668
3838,40.653,-73.847
3839,40.653,-74.0021
3840,40.653,-73.7039
3841,40.653,-73.944
3842,40.653,-73.8061
3843,40.653,-73.7343
3844,40.653,-73.7237
3845,40.653,-73.8345
3846,40.653,-73.7132
3847,40.6531,-73.7369
3848,40.6531,-73.8898
3849,40.6531,-73.9421
3850,40.6531,-73.9412
3851,40.6532,-74.0086
3852,40.6532,-73.7241
3853,40.6532,-73.9616
3854,40.6532,-73.9662
3855,40.6532,-73.9402
3856,40.6532,-74.0057
3857,40.6532,-73.8451
3858,40.6533,-73.9638
3859,40.6533,-73.9393
3860,40.6533,-73.6889
3861,40.6533,-73.7433
3862,40.6533,-73.8326
3863,40.6533,-73.9192
3864,40.6533,-73.9383
3865,40.6534,-73.8442
3866,40.6534,-73.9374
3867,40.6534,-74.1737
3868,40.6534,-73.9815
3869,40.6534,-73.8846
3870,40.6534,-73.9743
3871,40.6534,-73.9364
3872,40.6535,-73.8976
3873,40.6535,-73.8433
3874,40.6535,-73.9762
3875,40.6535,-73.9354
3876,40.6535,-73.7265
3877,40.6535,-73.8847
3878,40.6535,-73.9101
3879,40.6536,-73.7998
3880,40.6536,-73.9345
3881,40.6536,-74.0123
3882,40.6536,-73.9594
3883,40.6536,-73.6611
3884,40.6536,-73.8303
3885,40.6536,-73.8424
3886,40.6536,-73.9335
3887,40.6536,-73.7254
3888,40.6536,-73.732
3889,40.6537,-73.9325
3890,40.6537,-73.704
3891,40.6537,-73.7343
3892,40.6537,-73.8002
3893,40.6537,-73.8007
3894,40.6537,-74.008
3895,40.6537,-73.9316
3896,40.6537,-73.9185
3897,40.6538,-73.7369
3898,40.6538,-73.9562
3899,40.6538,-73.7394
3900,40.6538,-73.9306
3901,40.6539,-73.7461
3902,40.6539,-74.1825
3903,40.6539,-73.9296
3904,40.6539,-73.9731
3905,40.6539,-73.8405
3906,40.6539,-73.7954
3907,40.6539,-73.6971
3908,40.654,-73.9122
3909,40.654,-73.6119
3910,40.654,-73.9779
3911,40.654,-73.9528
3912,40.654,-73.741
3913,40.654,-73.9277
3914,40.654,-73.9641
3915,40.654,-73.7433
3916,40.654,-73.9799
3917,40.654,-73.9106
3918,40.654,-73.8396
3919,40.654,-73.9267
3920,40.6541,-73.9123
3921,40.6541,-73.9618
3922,40.6541,-73.9776
3923,40.6541,-74.1197
3924,40.6541,-73.9258
3925,40.6541,-73.7469
3926,40.6541,-73.9107
3927,40.6541,-73.8873
3928,40.6541,-73.9499
3929,40.6541,-73.8387
3930,40.6542,-73.9248
3931,40.6542,-73.9124
3932,40.6542,-73.7264
3933,40.6542,-73.7195
3934,40.6542,-73.919
3935,40.6542,-73.8503
3936,40.6543,-73.9203
3937,40.6543,-73.6581
3938,40.6543,-73.9229
3939,40.6543,-74.0044
3940,40.6543,-73.9087
3941,40.6543,-73.7297
3942,40.6543,-73.9191
3943,40.6543,-73.9126
3944,40.6543,-74.0074
3945,40.6543,-73.8077
3946,40.6543,-73.947
3947,40.6543,-73.6694
3948,40.6544,-73.9139
3949,40.6544,-74.0045
3950,40.6544,-73.9175
3951,40.6544,-73.9791
3952,40.6544,-73.7343
3953,40.6544,-73.9078
3954,40.6544,-73.8822
3955,40.6545,-73.9608
3956,40.6545,-73.9451
3957,40.6545,-73.979
3958,40.6545,-73.9098
3959,40.6545,-73.8865
3960,40.6545,-73.9181
3961,40.6545,-73.7389
3962,40.6545,-73.9193
3963,40.6545,-73.9442
3964,40.6545,-73.9764
3965,40.6546,-73.9206
3966,40.6546,-73.8822
3967,40.6546,-73.9432
3968,40.6546,-73.9215
3969,40.6546,-73.677
3970,40.6546,-73.8777
3971,40.6546,-73.9423
3972,40.6546,-74.0004
3973,40.6546,-74.2047
3974,40.6546,-73.9733
3975,40.6546,-73.809
3976,40.6547,-73.9069
3977,40.6547,-73.917
3978,40.6547,-73.9413
3979,40.6547,-73.7414
3980,40.6547,-73.7221
3981,40.6547,-73.9404
3982,40.6547,-73.978
3983,40.6548,-73.6828
3984,40.6548,-73.8465
3985,40.6548,-73.6511
3986,40.6548,-73.89
3987,40.6548,-73.9787
3988,40.6548,-73.7927
3989,40.6548,-73.9597
3990,40.6549,-73.8857
3991,40.6549,-74.0068
3992,40.6549,-73.9619
3993,40.6549,-73.753
3994,40.6549,-73.8456
3995,40.6549,-74.0039
3996,40.6549,-73.9375
3997,40.6549,-73.7264
3998,40.6549,-74.0145
3999,40.6549,-73.6988
4000,40.655,-73.833
4001,40.655,-73.6718
4002,40.655,-73.8298
4003,40.655,-73.9785
4004,40.655,-73.9563
4005,40.6551,-73.7452
4006,40.6551,-73.9163
4007,40.6551,-73.8892
4008,40.6551,-73.6371
4009,40.6552,-73.9337
4010,40.6552,-73.7368
4011,40.6552,-73.9051
4012,40.6552,-73.9998
4013,40.6552,-73.8935
4014,40.6552,-73.7388
4015,40.6552,-73.9818
4016,40.6553,-73.953
4017,40.6553,-73.9032
4018,40.6553,-73.7402
4019,40.6553,-73.6293
4020,40.6553,-73.9042
4021,40.6553,-73.6627
4022,40.6553,-73.9766
4023,40.6553,-73.7656
4024,40.6553,-73.9308
4025,40.6553,-73.9607
4026,40.6553,-73.5923
4027,40.6554,-73.9743
4028,40.6554,-73.7418
4029,40.6554,-73.9501
4030,40.6554,-73.7433
4031,40.6554,-73.5228
4032,40.6555,-73.9288
4033,40.6555,-73.7449
4034,40.6555,-73.9032
4035,40.6555,-74.0033
4036,40.6555,-73.7507
4037,40.6555,-73.8883
4038,40.6555,-73.863
4039,40.6555,-73.6631
4040,40.6555,-73.7072
4041,40.6556,-73.841
4042,40.6556,-73.9269
4043,40.6556,-73.8734
4044,40.6556,-73.9472
4045,40.6556,-73.7264
4046,40.6556,-73.9779
4047,40.6556,-73.8798
4048,40.6556,-73.6405
4049,40.6556,-74.0066
4050,40.6557,-73.9736
4051,40.6557,-73.9599
4052,40.6557,-73.7472
4053,40.6557,-73.9632
4054,40.6557,-73.8735
4055,40.6557,-73.9155
4056,40.6557,-73.9111
4057,40.6557,-73.7513
4058,40.6557,-73.6577
4059,40.6558,-73.924
4060,40.6558,-73.7319
4061,40.6558,-73.7094
4062,40.6558,-73.9233
4063,40.6558,-73.8392
4064,40.6558,-73.9434
4065,40.6558,-73.8875
4066,40.6558,-74.1374
4067,40.6558,-73.9812
4068,40.6558,-73.9196
4069,40.6559,-73.9564
4070,40.6559,-73.9424
4071,40.6559,-73.8507
4072,40.6559,-73.7367
4073,40.6559,-73.7142
4074,40.6559,-73.9415
4075,40.656,-73.7406
4076,40.656,-74.0026
4077,40.656,-73.8976
4078,40.656,-73.9092
4079,40.656,-73.9405
4080,40.656,-73.9748
4081,40.656,-73.8497
4082,40.656,-73.6932
4083,40.656,-73.6924
4084,40.656,-74.0027
4085,40.6561,-73.7673
4086,40.6561,-73.9396
4087,40.6561,-73.953
4088,40.6561,-73.7422
4089,40.6561,-73.7433
4090,40.6562,-73.9809
4091,40.6562,-73.9773
4092,40.6562,-74.006
4093,40.6562,-73.9377
4094,40.6562,-73.8825
4095,40.6562,-73.7937
4096,40.6562,-73.9147
4097,40.6562,-73.9131
4098,40.6562,-73.621
4099,40.6562,-73.9367
4100,40.6563,-73.9502
4101,40.6563,-73.8957
4102,40.6563,-73.9073
4103,40.6563,-73.9357
4104,40.6563,-73.9189
4105,40.6563,-73.8782
4106,40.6563,-73.6591
4107,40.6564,-73.9214
4108,40.6564,-73.9348
4109,40.6564,-74.0094
4110,40.6564,-73.7531
4111,40.6564,-73.9738
4112,40.6564,-73.9338
4113,40.6564,-73.7319
4114,40.6564,-73.8469
4115,40.6565,-73.7449
4116,40.6565,-73.9241
4117,40.6565,-73.9601
4118,40.6565,-73.7342
4119,40.6565,-73.999
4120,40.6565,-73.6476
4121,40.6565,-73.9759
4122,40.6565,-74.002
4123,40.6565,-73.9054
4124,40.6566,-73.9228
4125,40.6566,-73.5809
4126,40.6566,-73.8816
4127,40.6566,-74.0021
4128,40.6566,-73.7928
4129,40.6566,-73.7007
4130,40.6567,-73.6273
4131,40.6567,-73.741
4132,40.6567,-73.9299
4133,40.6567,-73.9565
4134,40.6567,-73.8136
4135,40.6567,-73.929
4136,40.6567,-73.7237
4137,40.6568,-73.9601
4138,40.6568,-73.9181
4139,40.6568,-73.9138
4140,40.6568,-73.6574
4141,40.6568,-73.928
4142,40.6568,-73.6493
4143,40.6568,-73.8441
4144,40.6569,-73.927
4145,40.6569,-73.9981
4146,40.6569,-73.6589
4147,40.6569,-73.483
4148,40.6569,-73.9767
4149,40.6569,-73.9531
4150,40.6569,-73.9261
4151,40.6569,-73.9801
4152,40.6569,-73.8808
4153,40.657,-73.9251
4154,40.657,-73.8894
4155,40.657,-73.9247
4156,40.657,-73.9221
4157,40.6571,-73.8199
4158,40.6571,-73.9209
4159,40.6571,-73.7061
4160,40.6571,-73.6715
4161,40.6571,-74.0014
4162,40.6571,-74.0045
4163,40.6571,-73.9502
4164,40.6571,-73.8423
4165,40.6571,-73.854
4166,40.6571,-73.99
4167,40.6571,-73.9036
4168,40.6572,-73.9834
4169,40.6572,-73.9211
4170,40.6572,-73.7198
4171,40.6572,-73.6389
4172,40.6572,-73.8302
4173,40.6572,-73.9602
4174,40.6572,-73.9124
4175,40.6573,-73.9474
4176,40.6573,-73.7387
4177,40.6573,-73.88
4178,40.6573,-73.8531
4179,40.6573,-73.6523
4180,40.6573,-73.8073
4181,40.6573,-73.7556
4182,40.6573,-73.8074
4183,40.6574,-73.7405
4184,40.6574,-73.6451
4185,40.6574,-73.7284
4186,40.6574,-73.974
4187,40.6574,-73.6507
4188,40.6574,-73.9115
4189,40.6574,-73.7365
4190,40.6574,-73.6756
4191,40.6574,-73.7295
4192,40.6574,-73.8521
4193,40.6574,-73.7206
4194,40.6574,-73.8991
4195,40.6574,-73.9451
4196,40.6574,-73.9975
4197,40.6574,-73.7405
4198,40.6575,-73.9566
4199,40.6575,-73.745
4200,40.6575,-73.7318
4201,40.6575,-73.9795
4202,40.6575,-73.8941
4203,40.6575,-73.7696
4204,40.6575,-73.6494
4205,40.6575,-73.8396
4206,40.6575,-73.9762
4207,40.6575,-73.9105
4208,40.6575,-73.9027
4209,40.6575,-73.7721
4210,40.6575,-73.7341
4211,40.6576,-73.7348
4212,40.6576,-73.6766
4213,40.6576,-73.8835
4214,40.6576,-73.7338
4215,40.6576,-73.9902
4216,40.6576,-73.5471
4217,40.6576,-73.6478
4218,40.6576,-73.7347
4219,40.6576,-73.7935
4220,40.6577,-73.8792
4221,40.6577,-73.9532
4222,40.6577,-73.8685
4223,40.6577,-73.898
4224,40.6577,-73.875
4225,40.6577,-73.8501
4226,40.6577,-74.001
4227,40.6577,-73.9829
4228,40.6577,-73.7676
4229,40.6577,-73.9838
4230,40.6577,-73.7953
4231,40.6577,-73.75
4232,40.6578,-73.7138
4233,40.6578,-73.9396
4234,40.6578,-73.8376
4235,40.6578,-73.8971
4236,40.6578,-73.8492
4237,40.6578,-73.9503
4238,40.6578,-73.751
4239,40.6578,-73.681
4240,40.6578,-73.9165
4241,40.6579,-73.9206
4242,40.6579,-73.7592
4243,40.6579,-73.8955
4244,40.6579,-73.9862
4245,40.6579,-73.9803
4246,40.6579,-73.9369
4247,40.6579,-73.9077
4248,40.6579,-73.7572
4249,40.658,-73.752
4250,40.658,-73.8483
4251,40.658,-73.7146
4252,40.658,-73.8784
4253,40.658,-73.9969
4254,40.658,-73.8924
4255,40.658,-73.9206
4256,40.658,-73.9474
4257,40.658,-73.8357
4258,40.6581,-73.979
4259,40.6581,-73.76
4260,40.6581,-73.9604
4261,40.6581,-73.9068
4262,40.6581,-73.753
4263,40.6581,-73.9946
4264,40.6581,-73.6711
4265,40.6581,-73.8473
4266,40.6581,-73.6313
4267,40.6581,-73.9757
4268,40.6581,-73.6663
4269,40.6581,-73.9896
4270,40.6581,-73.645
4271,40.6582,-73.7381
4272,40.6582,-73.745
4273,40.6582,-73.9246
4274,40.6582,-73.9452
4275,40.6582,-73.7319
4276,40.6582,-73.8053
4277,40.6582,-73.8036
4278,40.6582,-73.754
4279,40.6582,-73.6652
4280,40.6582,-74.0003
4281,40.6582,-73.9059
4282,40.6582,-73.4988
4283,40.6583,-73.6479
4284,40.6583,-73.9823
4285,40.6583,-73.5499
4286,40.6583,-73.6323
4287,40.6583,-73.9311
4288,40.6583,-73.901
4289,40.6583,-73.9566
4290,40.6583,-73.727
4291,40.6583,-73.8036
4292,40.6583,-73.8776
4293,40.6584,-73.9301
4294,40.6584,-73.981
4295,40.6584,-73.8455
4296,40.6584,-73.9156
4297,40.6584,-73.9605
4298,40.6584,-73.9291
4299,40.6584,-73.9262
4300,40.6584,-74.0037
4301,40.6584,-73.8329
4302,40.6585,-73.7548
4303,40.6585,-73.7407
4304,40.6585,-73.9856
4305,40.6585,-73.9147
4306,40.6585,-73.9533
4307,40.6585,-73.7642
4308,40.6585,-73.9396
4309,40.6586,-73.6253
4310,40.6586,-73.7651
4311,40.6586,-73.903
4312,40.6586,-73.9239
4313,40.6586,-73.9137
4314,40.6586,-73.7706
4315,40.6587,-73.9785
4316,40.6587,-73.698
4317,40.6587,-73.8724
4318,40.6587,-73.7111
4319,40.6587,-73.9002
4320,40.6587,-73.7294
4321,40.6587,-73.989
4322,40.6587,-73.9504
4323,40.6587,-73.937
4324,40.6587,-73.9752
4325,40.6587,-73.7483
4326,40.6587,-73.7356
4327,40.6587,-73.9203
4328,40.6587,-73.8907
4329,40.6587,-73.6961
4330,40.6588,-73.9021
4331,40.6588,-73.6411
4332,40.6588,-73.9605
4333,40.6588,-73.8725
4334,40.6588,-73.9128
4335,40.6588,-73.9817
4336,40.6589,-73.5216
4337,40.6589,-73.5306
4338,40.6589,-73.9475
4339,40.6589,-73.8941
4340,40.6589,-73.7746
4341,40.6589,-73.9924
4342,40.6589,-73.8418
4343,40.6589,-73.6989
4344,40.659,-73.9191
4345,40.659,-73.7442
4346,40.659,-73.7273
4347,40.659,-73.9453
4348,40.659,-73.9567
4349,40.659,-73.8716
4350,40.659,-73.9851
4351,40.659,-73.7492
4352,40.659,-73.9793
4353,40.6591,-73.6637
4354,40.6591,-73.9109
4355,40.6591,-73.7403
4356,40.6591,-73.8964
4357,40.6591,-73.9232
4358,40.6591,-73.7574
4359,40.6592,-73.91
4360,40.6592,-73.773
4361,40.6592,-73.6977
4362,40.6592,-73.889
4363,40.6592,-73.9534
4364,40.6592,-73.8933
4365,40.6592,-73.8515
4366,40.6592,-73.7533
4367,40.6592,-73.9884
4368,40.6592,-73.7584
4369,40.6593,-73.978
4370,40.6593,-73.8108
4371,40.6593,-73.7593
4372,40.6593,-73.7707
4373,40.6593,-73.9991
4374,40.6593,-73.9091
4375,40.6593,-73.7598
4376,40.6594,-73.75
4377,40.6594,-73.9397
4378,40.6594,-73.8506
4379,40.6594,-73.7372
4380,40.6594,-73.9505
4381,40.6594,-73.9801
4382,40.6595,-73.8985
4383,40.6595,-73.838
4384,40.6595,-73.9918
4385,40.6595,-73.9183
4386,40.6595,-73.9606
4387,40.6595,-73.937
4388,40.6595,-74.0025
4389,40.6596,-73.8925
4390,40.6596,-73.837
4391,40.6596,-73.9476
4392,40.6596,-73.7276
4393,40.6596,-73.9845
4394,40.6596,-73.7739
4395,40.6596,-73.8064
4396,40.6596,-73.8487
4397,40.6597,-73.7737
4398,40.6597,-73.7509
4399,40.6597,-73.8065
4400,40.6597,-73.8786
4401,40.6597,-73.8361
4402,40.6597,-73.7398
4403,40.6597,-73.9453
4404,40.6597,-73.9568
4405,40.6597,-73.7638
4406,40.6597,-73.7417
4407,40.6597,-73.92
4408,40.6597,-73.8743
4409,40.6598,-73.7763
4410,40.6598,-73.9809
4411,40.6598,-73.9265
4412,40.6598,-73.9878
4413,40.6598,-73.7305
4414,40.6598,-73.76
4415,40.6598,-73.7648
4416,40.6599,-73.755
4417,40.6599,-73.9775
4418,40.6599,-74.0016
4419,40.6599,-73.9053
4420,40.6599,-73.9985
4421,40.6599,-73.9426
4422,40.6599,-73.916
4423,40.6599,-73.6511
4424,40.6599,-73.8916
4425,40.6599,-73.9535
4426,40.66,-73.9986
4427,40.66,-73.7518
4428,40.66,-73.7367
4429,40.66,-73.9912
4430,40.66,-73.9606
4431,40.66,-73.8314
4432,40.66,-73.9218
4433,40.66,-73.9044
4434,40.66,-73.9151
4435,40.66,-73.8459
4436,40.66,-73.9174
4437,40.6601,-73.9397
4438,40.6601,-73.7662
4439,40.6601,-73.8576
4440,40.6601,-73.7331
4441,40.6601,-73.9506
4442,40.6601,-73.9839
4443,40.6602,-73.7742
4444,40.6602,-73.6314
4445,40.6602,-73.9282
4446,40.6602,-73.9034
4447,40.6602,-73.845
4448,40.6602,-73.8022
4449,40.6602,-73.9606
4450,40.6602,-73.7281
4451,40.6602,-73.7036
4452,40.6602,-73.9946
4453,40.6602,-73.8566
4454,40.6603,-73.9258
4455,40.6603,-73.8908
4456,40.6603,-73.743
4457,40.6603,-73.5957
4458,40.6603,-73.9477
4459,40.6603,-73.844
4460,40.6603,-73.9025
4461,40.6603,-73.7231
4462,40.6603,-73.768
4463,40.6604,-73.7413
4464,40.6604,-73.9466
4465,40.6604,-73.9804
4466,40.6604,-73.9461
4467,40.6604,-73.8963
4468,40.6604,-73.9342
4469,40.6604,-73.8671
4470,40.6604,-73.7755
4471,40.6604,-73.9454
4472,40.6604,-74.001
4473,40.6604,-73.9569
4474,40.6604,-73.8431
4475,40.6605,-73.998
4476,40.6605,-73.9123
4477,40.6605,-73.7566
4478,40.6605,-73.7183
4479,40.6605,-73.8306
4480,40.6605,-73.9628
4481,40.6605,-73.8673
4482,40.6605,-73.9981
4483,40.6605,-73.7125
4484,40.6605,-73.8549
4485,40.6606,-73.9871
4486,40.6606,-73.8422
4487,40.6606,-73.9906
4488,40.6606,-73.9007
4489,40.6606,-73.8076
4490,40.6606,-73.9606
4491,40.6606,-73.9209
4492,40.6606,-73.9113
4493,40.6606,-73.89
4494,40.6606,-73.824
4495,40.6606,-73.9535
4496,40.6607,-73.769
4497,40.6607,-73.9196
4498,40.6607,-73.8084
4499,40.6607,-73.8658
4500,40.6607,-73.8413
4501,40.6607,-73.6965
4502,40.6607,-73.9294
4503,40.6607,-73.7133
4504,40.6607,-73.925
4505,40.6607,-73.9104
4506,40.6607,-73.9288
4507,40.6608,-73.7649
4508,40.6608,-73.7574
4509,40.6608,-73.9801
4510,40.6608,-73.748
4511,40.6608,-73.9398
4512,40.6608,-73.994
4513,40.6608,-73.9795
4514,40.6608,-73.9506
4515,40.6608,-73.7092
4516,40.6608,-73.8404
4517,40.6609,-73.9795
4518,40.6609,-73.7285
4519,40.6609,-73.6773
4520,40.6609,-73.7424
4521,40.6609,-73.9095
4522,40.6609,-73.9609
4523,40.6609,-73.6998
4524,40.6609,-73.9867
4525,40.6609,-73.9832
4526,40.6609,-73.9607
4527,40.6609,-73.9291
4528,40.661,-73.7315
4529,40.661,-73.7658
4530,40.661,-73.8892
4531,40.661,-73.7724
4532,40.661,-73.8979
4533,40.661,-73.7681
4534,40.661,-74.0004
4535,40.661,-73.9478
4536,40.661,-73.9085
4537,40.661,-73.9974
4538,40.661,-73.851
4539,40.661,-73.6782
4540,40.6611,-74.0005
4541,40.6611,-73.9794
4542,40.6611,-73.7582
4543,40.6611,-73.6752
4544,40.6611,-73.7521
4545,40.6611,-73.9975
4546,40.6611,-73.7489
4547,40.6611,-73.9462
4548,40.6611,-73.8384
4549,40.6611,-73.8947
4550,40.6611,-73.9901
4551,40.6611,-73.9802
4552,40.6611,-73.9201
4553,40.6611,-73.704
4554,40.6611,-73.9455
4555,40.6611,-73.9343
4556,40.6612,-73.9076
4557,40.6612,-74.0007
4558,40.6612,-73.9183
4559,40.6612,-73.8797
4560,40.6612,-73.885
4561,40.6612,-73.957
4562,40.6612,-73.9243
4563,40.6612,-73.9797
4564,40.6612,-73.9333
4565,40.6612,-73.7341
4566,40.6612,-73.884
4567,40.6613,-73.7293
4568,40.6613,-73.9067
4569,40.6613,-73.7752
4570,40.6613,-73.8491
4571,40.6613,-73.9427
4572,40.6613,-73.8884
4573,40.6614,-73.9934
4574,40.6614,-73.7915
4575,40.6614,-73.759
4576,40.6614,-73.6915
4577,40.6614,-73.9536
4578,40.6614,-73.9646
4579,40.6614,-73.9164
4580,40.6614,-73.9057
4581,40.6614,-74.1755
4582,40.6614,-73.9283
4583,40.6615,-73.8481
4584,40.6615,-73.9861
4585,40.6615,-73.6476
4586,40.6615,-73.8939
4587,40.6615,-73.9399
4588,40.6615,-73.7926
4589,40.6615,-73.8788
4590,40.6615,-73.9827
4591,40.6615,-73.8599
4592,40.6615,-73.6921
4593,40.6616,-73.4662
4594,40.6616,-73.6995
4595,40.6616,-73.9507
4596,40.6616,-73.9048
4597,40.6616,-73.7934
4598,40.6616,-73.7287
4599,40.6616,-73.7384
4600,40.6616,-73.9968
4601,40.6616,-73.9155
4602,40.6616,-73.8472
4603,40.6616,-73.8023
4604,40.6616,-73.7706
4605,40.6616,-73.9793
4606,40.6616,-73.7366
4607,40.6616,-73.9877
4608,40.6616,-73.9999
4609,40.6616,-73.7626
4610,40.6616,-73.9969
4611,40.6617,-73.9236
4612,40.6617,-73.7655
4613,40.6617,-73.9373
4614,40.6617,-73.7598
4615,40.6617,-73.9614
4616,40.6617,-73.8876
4617,40.6617,-73.9895
4618,40.6617,-73.7691
4619,40.6617,-73.9145
4620,40.6617,-73.8463
4621,40.6617,-73.9608
4622,40.6617,-73.7682
4623,40.6617,-73.9478
4624,40.6617,-73.7506
4625,40.6618,-73.7029
4626,40.6618,-73.7346
4627,40.6618,-73.8338
4628,40.6618,-73.8931
4629,40.6618,-73.8571
4630,40.6618,-73.9029
4631,40.6618,-73.7663
4632,40.6619,-73.9194
4633,40.6619,-73.9344
4634,40.6619,-73.9456
4635,40.6619,-73.878
4636,40.6619,-73.8665
4637,40.6619,-73.7089
4638,40.6619,-73.9928
4639,40.6619,-73.9276
4640,40.6619,-73.9869
4641,40.6619,-73.9334
4642,40.6619,-73.8329
4643,40.662,-73.957
4644,40.662,-73.8561
4645,40.662,-73.8445
4646,40.662,-73.7606
4647,40.662,-73.9127
4648,40.662,-73.7546
4649,40.662,-73.8868
4650,40.662,-73.7736
4651,40.6621,-73.6016
4652,40.6621,-73.9428
4653,40.6621,-73.7515
4654,40.6621,-73.6837
4655,40.6621,-73.9856
4656,40.6621,-73.9993
4657,40.6621,-73.9872
4658,40.6621,-73.9962
4659,40.6621,-73.9117
4660,40.6621,-73.9822
4661,40.6621,-74.175
4662,40.6622,-73.8314
4663,40.6622,-73.9537
4664,40.6622,-73.7379
4665,40.6622,-73.8923
4666,40.6622,-73.9963
4667,40.6622,-73.9788
4668,40.6622,-73.9227
4669,40.6622,-73.8826
4670,40.6622,-73.94
4671,40.6622,-73.8542
4672,40.6622,-73.8426
4673,40.6623,-73.7714
4674,40.6623,-73.729
4675,40.6623,-73.7652
4676,40.6623,-73.9889
4677,40.6623,-73.7139
4678,40.6623,-73.686
4679,40.6623,-73.9876
4680,40.6624,-73.9508
4681,40.6624,-73.9888
4682,40.6624,-73.9269
4683,40.6624,-73.8417
4684,40.6624,-73.7303
4685,40.6624,-73.9373
4686,40.6624,-73.8859
4687,40.6624,-73.8533
4688,40.6624,-73.747
4689,40.6625,-73.9201
4690,40.6625,-73.9923
4691,40.6625,-73.9609
4692,40.6625,-73.8408
4693,40.6625,-73.9479
4694,40.6625,-73.8983
4695,40.6625,-73.8406
4696,40.6626,-73.6783
4697,40.6626,-73.9196
4698,40.6626,-73.9089
4699,40.6626,-73.7724
4700,40.6626,-73.9345
4701,40.6626,-73.8818
4702,40.6626,-73.7562
4703,40.6626,-73.774
4704,40.6627,-73.8974
4705,40.6627,-73.9456
4706,40.6627,-73.9851
4707,40.6627,-73.7532
4708,40.6627,-73.9956
4709,40.6627,-73.9187
4710,40.6627,-73.945
4711,40.6627,-73.8501
4712,40.6627,-73.7479
4713,40.6627,-73.9571
4714,40.6627,-73.6837
4715,40.6627,-73.9817
4716,40.6627,-73.9219
4717,40.6627,-73.8851
4718,40.6627,-73.7455
4719,40.6628,-73.9957
4720,40.6628,-73.9442
4721,40.6628,-73.7696
4722,40.6628,-73.9783
4723,40.6628,-73.9883
4724,40.6628,-73.8964
4725,40.6628,-73.9261
4726,40.6628,-73.7676
4727,40.6628,-73.7718
4728,40.6628,-73.9428
4729,40.6629,-73.7684
4730,40.6629,-73.881
4731,40.6629,-73.7357
4732,40.6629,-73.765
4733,40.6629,-73.8955
4734,40.6629,-73.9538
