1,39.9524,-75.1793,187002.4,7666
2,40.1504,-74.2325,128062.8,5455.1
3,40.1698,-74.0815,115208.3,4950.3
4,40.1996,-74.643,118443.5,5130.6
5,40.2185,-74.0376,110147.1,4902.8
6,40.2953,-74.5948,111471.7,4885.9
7,40.3078,-74.6438,117362.4,5468.3
8,40.3271,-74.6435,102935.9,5042.9
9,40.328,-74.5727,102298.2,4909.8
10,40.3293,-74.6115,105090.1,5145.2
11,40.3324,-74.5007,95906.8,4539.7
12,40.3344,-74.6558,104536.2,5252.7
13,40.3379,-74.6569,104585.5,5212.3
14,40.3399,-74.5983,103079.5,5085.6
15,40.3422,-74.6647,105762.6,5354.9
16,40.3461,-74.4822,92099.7,4232.4
17,40.3465,-74.654,104402.2,5187.5
18,40.3521,-74.6069,103157.1,5183.8
19,40.3721,-74.6291,99824.5,5175.7
20,40.4252,-74.2721,78603.6,3830.8
21,40.4324,-74.2999,75311,3736.5
22,40.4459,-74.5047,85800.9,4220.7
23,40.4488,-74.5036,85848.6,4249
24,40.451,-74.2916,73048.4,3675.6
25,40.4556,-74.2907,72929.8,3633
26,40.4789,-74.41,76110.7,3667.4
27,40.4801,-74.4323,80144.3,3942.3
28,40.4833,-74.4736,85700.7,4376.5
29,40.4931,-74.4435,79451.7,3988.3
30,40.4943,-74.4394,79949.1,3921.9
31,40.4962,-74.4423,79395.4,3932.3
32,40.4963,-74.4497,81204.5,4043.3
33,40.5041,-74.2452,61341.3,3379.6
34,40.5053,-74.4516,80458.5,3899.2
35,40.5062,-74.2542,61454.7,3422.5
36,40.5067,-74.2365,61318.8,3391.1
37,40.5093,-74.4875,84033.1,4206.1
38,40.5135,-74.2375,60016.2,3251.9
39,40.5141,-74.4168,81016.5,4053.5
40,40.5151,-74.2451,59800.8,3153.4
41,40.5168,-74.2323,59211.5,3309.1
42,40.5188,-74.1986,61323.8,3226.6
43,40.5191,-74.2295,58852.8,3271.5
44,40.5203,-74.3389,68471.4,3415.9
45,40.5206,-74.2616,63370.7,3324.9
46,40.5209,-74.3389,68550.8,3443.3
47,40.5243,-74.2123,59690.3,3112.3
48,40.5254,-74.4237,82999.7,4100.7
49,40.5274,-74.4089,78089.4,3994.7
50,40.5284,-74.5205,86821.4,4149
51,40.5289,-74.1907,61289.2,3221.1
52,40.5294,-74.16,57474,3396
53,40.5294,-74.2191,56933.3,3096.3
54,40.5321,-74.156,57682.9,3378.5
55,40.5324,-74.2249,56898.2,3106.4
56,40.5325,-74.2221,56915.7,3137.9
57,40.5339,-74.2362,59073.4,3080.4
58,40.535,-74.4379,80763,4074.2
59,40.5353,-74.5378,87972.4,4252.9
60,40.5355,-74.1727,56581.4,3293.7
61,40.5364,-74.1769,56580.8,3281.3
62,40.5373,-74.1506,49457,3242.6
63,40.538,-74.523,84989.2,4003.5
64,40.5391,-74.1626,56552.1,3318.7
65,40.5406,-74.1932,55479.4,3049.7
66,40.5416,-74.2101,55318.1,2994
67,40.5442,-74.5029,84460.9,4074.8
68,40.5444,-74.391,73087.5,3799.7
69,40.548,-74.1382,48121.2,3162.2
70,40.5494,-74.1518,48096.7,3125.7
71,40.5501,-74.3689,73274.3,3750.8
72,40.5507,-74.1723,51259.5,3120.9
73,40.5515,-74.1639,51101.8,3124.1
74,40.5515,-74.1601,51600.2,3182
75,40.5526,-74.1745,51127.6,3099.8
76,40.5547,-74.2172,53899.1,2830.3
77,40.5549,-73.927,26648.4,1742.3
78,40.5557,-74.1399,46836.6,3001.1
79,40.5561,-73.9287,26903.2,1866
80,40.5568,-74.1252,46570.4,3056.7
81,40.557,-74.169,50224.3,2991.7
82,40.5571,-74.3082,71048.5,3652.9
83,40.5576,-74.1643,50475.6,3052
84,40.5578,-74.4187,75374.4,3714.7
85,40.5579,-73.9145,25581.9,1715.2
86,40.558,-73.9184,26602.6,1871.4
87,40.5582,-73.9248,26174.8,1729.2
88,40.5585,-74.143,48584.1,3208
89,40.5589,-73.9162,25344.3,1631.9
90,40.5593,-73.9254,25988.7,1655.9
91,40.5597,-74.3112,69942.3,3563.4
92,40.5605,-74.1669,50019.2,2984.7
93,40.5608,-73.9119,24975.3,1623.7
94,40.5609,-73.9216,26293.6,1752.5
95,40.5609,-73.9155,25114.4,1585
96,40.5611,-73.9213,26432.5,1790.8
97,40.5611,-74.1459,47581.1,3061.1
98,40.5615,-74.1123,42825.1,2859.7
99,40.5615,-74.108,42290,2837
100,40.562,-74.3261,67907.8,3446.4
101,40.5627,-74.1398,46258.5,3029.6
102,40.5628,-74.1809,54423.2,3008.2
103,40.5635,-74.1252,45985.9,2951.8
104,40.5637,-74.179,54525.2,3043.8
105,40.564,-74.126,45718.3,2866.4
106,40.5641,-74.1381,46033.2,2997.5
107,40.5643,-74.1101,42453.8,2836.6
108,40.5656,-74.1,41213,2685.5
109,40.5657,-74.3427,70990.5,3744.3
110,40.5659,-74.4121,76618.9,3820.5
111,40.5665,-73.8866,22570.1,1393.5
112,40.567,-73.8871,23327.8,1592.7
113,40.568,-74.5564,88814,4081.8
114,40.5687,-74.1269,44946.1,2764.7
115,40.569,-74.1409,45537.9,2884.6
116,40.5692,-74.0954,40482.3,2547.6
117,40.5694,-73.8642,24033.6,1482.4
118,40.5694,-74.3446,70938.9,3723.1
119,40.57,-73.8625,24170.2,1478.9
120,40.5702,-74.1352,45055.4,2857.2
121,40.5705,-74.1098,42205.7,2811.9
122,40.5705,-74.2838,69122.9,3786.5
123,40.5706,-73.8648,24314.1,1522.2
124,40.5707,-73.8608,24334.1,1496.3
125,40.5707,-74.1366,45085.7,2848.2
126,40.5712,-73.8631,24328.6,1509.8
127,40.5717,-74.0919,40000,2434.7
128,40.5718,-73.8615,24761.2,1580.3
129,40.572,-73.8576,24640.1,1513.3
130,40.572,-73.8606,24530.1,1522.4
131,40.5721,-73.8576,24951.3,1565.4
132,40.5723,-74.1261,44836.2,2765
133,40.5726,-74.1165,44370.9,2730.3
134,40.5727,-73.856,25132.5,1575.8
135,40.5728,-73.9981,27998.6,1887.2
136,40.5728,-73.8651,24475.7,1558.9
137,40.573,-73.8552,24871.4,1530.2
138,40.5733,-73.8544,24946.7,1535.9
139,40.5734,-74.0026,28385.1,1941.8
140,40.5735,-74.0044,29125.4,2053.4
141,40.5735,-73.9917,27448.4,1815
142,40.5737,-73.9907,27366.6,1812.4
143,40.5737,-73.8536,25034.2,1548.8
144,40.574,-74.2966,69000.7,3707
145,40.574,-73.9962,27810.3,1852.6
146,40.5741,-73.9951,27859.4,1972.4
147,40.5742,-73.9887,27462.9,1940.5
148,40.5743,-73.852,25178,1559.2
149,40.5746,-73.8512,25253.3,1565
150,40.5746,-73.9876,27087,1765.1
151,40.5748,-73.9735,25636.1,1656.8
152,40.5748,-74.0017,28106.7,1895
153,40.5748,-74.0083,28763.9,1991.4
154,40.5748,-74.1115,43934.8,2691.8
