id,latitude,longitude,distance,duration
241,40.7654522,-73.9819937,28240,2688.3
242,40.766287,-73.981848,29683.9,2694.5
243,40.7671189,-73.9817098,29737.7,2717.6
244,40.7046327,-74.0142203,34509,2603.4
245,40.7058713,-74.0132406,44395.6,2801.1
246,40.706767,-74.012508,44454.6,2825.5
247,40.707452,-74.011947,44687.7,2848.8
248,40.707756,-74.011703,44648.1,2841.7
249,40.708304,-74.011248,44576.1,2826.7
250,40.708797,-74.010846,34906.4,2802.5
251,40.709806,-74.009988,32591.3,2845
252,40.710413,-74.009474,32511.1,2832.7
253,40.710887,-74.009063,33880.5,2692.1
254,40.7113899,-74.0086338,32381.4,2803.3
255,40.7146812,-74.0058865,32194.2,2793.2
256,40.715236,-74.00542,34119,2743.9
257,40.71576,-74.004976,34049.7,2730.6
258,40.7162869,-74.0045303,32600.5,2857.5
259,40.716871,-74.004026,34014.4,2733.1
260,40.717449,-74.003533,32446.3,2825.3
261,40.7180338,-74.003043,32332.6,2804.1
262,40.7186389,-74.0025285,32770.6,2928.6
263,40.7194058,-74.0018769,29700.2,2688.8
264,40.719938,-74.001425,29630.2,2684
265,40.7208634,-74.0006449,29668.6,2733
266,40.721792,-73.999853,29803.6,2723.8
267,40.723021,-73.998812,29801.9,2791.4
268,40.724235,-73.997785,29828,2661.4
269,40.725502,-73.9967162,29755.4,2556.9
270,40.727211,-73.99527,29529.6,2495
271,40.7278217,-73.9947585,29812.5,2734.3
272,40.728412,-73.994252,29370.8,2471.3
273,40.729008,-73.993747,29292,2460.8
274,40.72958,-73.993262,29681.7,2592
275,40.730079,-73.992841,29150.5,2441.1
276,40.7306011,-73.9923997,29805.2,2614.3
277,40.731166,-73.991921,29006.9,2396.5
278,40.7317445,-73.9914619,28931.7,2380.9
279,40.732449,-73.991289,28851.9,2371
280,40.733214,-73.991114,28765.6,2356
281,40.733978,-73.990945,28679.4,2334.6
282,40.7347938,-73.9907171,28799.3,2463.3
283,40.7045884,-74.013276,44539.4,2844.3
284,40.7689456,-73.9822067,28205,2702.3
285,40.7706087,-73.9822655,28462.8,2754.1
286,40.7714459,-73.9822732,28481.7,2754.4
287,40.7726333,-73.982295,29029.4,2738.3
288,40.7730986,-73.9823049,45342.6,3152.2
289,40.7739217,-73.9823238,28886,2693.5
290,40.7747352,-73.982312,28977.8,2738.2
291,40.7755451,-73.9822819,43390.1,3085.7
292,40.7763503,-73.9822502,43300.5,3073.6
293,40.7771407,-73.982225,43383.2,3109.7
294,40.7787921,-73.9820581,43027.5,2995.4
295,40.7795997,-73.9818489,42935.9,2972.1
296,40.7803332,-73.9816348,42852.4,2952.4
297,40.7810582,-73.9814257,42769.9,2933.1
298,40.7818019,-73.9811764,42684.5,2910
299,40.7825164,-73.9809212,42804.3,2946.4
300,40.783893,-73.9800838,42593.2,2919
301,40.7852008,-73.9791229,42766.8,2949.7
302,40.7858192,-73.9786487,42687.3,2930.6
303,40.7864652,-73.9781723,42795.3,2939.4
304,40.7876892,-73.9771797,42319.3,2933.2
305,40.7883609,-73.9766072,42286.2,2918.3
306,40.788995,-73.9760614,42146.1,2900.6
307,40.7896182,-73.9755987,42066.7,2887.1
308,40.7908742,-73.9746797,41871.2,2885.5
309,40.7915093,-73.974213,41826.1,2853.8
310,40.7921407,-73.9737576,41746.1,2836.6
311,40.792771,-73.9732956,41665.9,2823.9
312,40.7933947,-73.9728492,41589.4,2836.6
313,40.794038,-73.9724164,32350.4,2688
314,40.7947101,-73.9719192,32269.7,2638.7
315,40.7953622,-73.9714107,41783,2848.4
316,40.7959957,-73.9709211,41701.3,2827.8
317,40.7966222,-73.9704634,32337.5,2674.7
318,40.7972533,-73.9700079,41906.8,2868.6
319,40.7978702,-73.9695717,42118.2,2917.8
320,40.7985082,-73.9691157,42371.9,2931.8
321,40.7991422,-73.9686501,32660.6,2725.4
322,40.7998293,-73.9683196,42209.9,2906.4
323,40.8005442,-73.9680997,31419.5,2649.1
324,40.8022513,-73.9679079,31265.2,2685.7
325,40.8042094,-73.966794,31355.9,2640.9
326,40.8054906,-73.96586,31193.1,2611.2
327,40.8073825,-73.9644822,30952.8,2581.4
328,40.8112589,-73.9616861,30461.6,2509.6
329,40.8158075,-73.9583909,29884.6,2422.8
330,40.8201687,-73.9552062,31186.1,2439.8
331,40.8239402,-73.9524477,30706.1,2388.2
332,40.8245785,-73.9519855,31202.6,2308.4
333,40.8251983,-73.9515358,31124,2296.6
334,40.8258119,-73.9510825,31319.3,2368.2
335,40.8264958,-73.9505823,31382.1,2360.5
336,40.8271631,-73.9500994,31297.5,2346
337,40.8277858,-73.9496453,31122.7,2310.6
338,40.8284141,-73.949184,31455.6,2363.9
339,40.8290241,-73.9487404,32242.4,2393.3
340,40.8296535,-73.9482817,32162.4,2381
341,40.8302751,-73.9478285,32085.1,2420.3
342,40.8309006,-73.9473687,32003.8,2351.7
343,40.8315246,-73.9469124,31924.5,2343.6
344,40.8328285,-73.9459609,36118.3,2545.5
345,40.8334857,-73.945481,36148.6,2576.7
346,40.8341411,-73.9450015,31885.1,2374.3
347,40.834739,-73.9445661,32002.1,2392.3
348,40.8359959,-73.9436514,32255.9,2491.5
349,40.8366143,-73.9431927,32505.7,2467
350,40.8372479,-73.9427349,32425.3,2452.9
351,40.8378398,-73.9422972,35471.7,2526.7
352,40.8384885,-73.9418259,35389.3,2513.7
353,40.8392425,-73.9412769,32465.9,2443.7
354,40.8399295,-73.9407749,32549.9,2475.6
355,40.8411266,-73.9398609,33493.8,2392.5
356,40.8416657,-73.9392736,33556.5,2399.2
357,40.842436,-73.939255,33355.4,2391.9
358,40.843223,-73.939177,33443.2,2408.5
359,40.843942,-73.939025,33304.9,2374.8
360,40.8446886,-73.9388653,33220.8,2357.5
361,40.8454318,-73.9386774,33304.9,2366.6
362,40.846193,-73.938451,33106,2356.8
363,40.846934,-73.938227,33161.4,2360
364,40.847558,-73.938036,33090.1,2343.2
365,40.847711,-73.937975,32988,2349.2
366,40.8483904,-73.9376885,36186.3,2537.9
367,40.8489682,-73.9370276,32908.1,2288
368,40.8501764,-73.9357231,33189.2,2314.7
369,40.852058,-73.934776,33413.2,2370.5
370,40.8532,-73.934193,33549.3,2387.6
371,40.8541572,-73.9337034,33663.5,2408.1
372,40.855335,-73.933312,33798.6,2438.7
373,40.856716,-73.932631,35171.8,2353.1
374,40.858271,-73.931818,35282.5,2382.3
375,40.860641,-73.930771,34899.3,2319.3
376,40.8646634,-73.9289023,35048.6,2362
377,40.8650857,-73.9281099,34724.1,2338.9
378,40.8655306,-73.9272714,34810.3,2358
379,40.866336,-73.925005,34862.8,2395.5
380,40.867016,-73.92311,35023.4,2389.3
381,40.867707,-73.9212171,35163.7,2409.4
382,40.8681187,-73.9197555,35209,2407.5
383,40.868482,-73.918561,35317.6,2426.7
384,40.868885,-73.917594,35410.5,2441.4
385,40.8698643,-73.9158491,35467.3,2445
386,40.7815447,-73.9604135,31506.1,2415.7
387,40.7808689,-73.9588106,31558.7,2427.2
388,40.7801304,-73.9570594,31357.6,2419.5
389,40.7795072,-73.9555814,31038.8,2317.2
390,40.7788301,-73.9539755,31092.6,2298.8
391,40.777887,-73.9517388,30671.6,2211.7
392,40.776888,-73.9493698,30648.6,2184.2
393,40.774936,-73.944765,30648.6,2212.1
394,40.735313,-73.994118,28985.3,2436.2
395,40.736668,-73.997341,29281.4,2512.2
396,40.7378614,-74.0001742,29537.1,2562.7
397,40.738749,-74.0024005,29982.1,2644.6
398,40.7400297,-74.0053043,30067.7,2676
399,40.8429382,-73.9346816,32818.4,2238.3
400,40.84355,-73.936126,32957.7,2275.6
401,40.844137,-73.937518,33091.7,2314.1
402,40.8446487,-73.9387288,33208.5,2342.1
403,40.810856,-73.939018,28845.1,1980.5
404,40.8121691,-73.9421726,29311,2068.7
405,40.8193827,-73.9593299,37701.9,2570.1
406,40.7138056,-74.0088463,32433.8,2880.8
407,40.714383,-74.010128,36393.9,2752.7
408,40.7149221,-74.0113336,36026.5,2673.3
409,40.7152193,-74.0132135,35864.6,2614.8
410,40.714294,-73.9939482,29160.3,2516.3
411,40.715355,-73.9934,31623.9,2653
412,40.7176586,-73.9922221,28789.5,2435.7
413,40.7195723,-73.9912436,28557.8,2359
414,40.7385065,-73.9917962,28565.2,2327.5
415,40.73986,-73.995018,29424.2,2579.7
416,40.741056,-73.997862,29853.5,2682.7
417,40.742254,-74.000703,29579.5,2606.8
418,40.7434761,-74.0035806,29701.3,2610.4
419,40.744646,-74.006385,30121.2,2699
420,40.7453774,-74.008126,30287.1,2762.5
421,40.771147,-73.967994,33554.3,2623.4
422,40.7704757,-73.9663887,28102.6,2523.7
423,40.7697532,-73.9646539,27648.9,2429.8
424,40.7691229,-73.9631538,32913.1,2547.5
425,40.7684519,-73.9615495,27350.5,2328.6
426,40.7675129,-73.9593042,32541.1,2431
427,40.766522,-73.9569348,32479.7,2405
428,40.87116,-73.914009,35605.5,2450.8
429,40.8113269,-73.9640143,30724.2,2575.5
430,40.8045555,-73.947737,28909.1,2163.8
431,40.8075815,-73.9549215,29544.9,2304.7
432,40.808174,-73.956344,29681.9,2345.8
433,40.7203456,-73.9941173,29118.4,2542.7
434,40.7199017,-73.9929057,29123,2531.7
435,40.7198246,-73.9921016,28804.5,2429.2
436,40.7191088,-73.990284,28958.6,2453.3
437,40.7191093,-73.9897283,28420,2324.9
438,40.7188714,-73.9889819,28640.6,2431.6
439,40.7186193,-73.9881683,28277.6,2294.9
440,40.7183875,-73.9873771,28870.9,2520.2
441,40.7174273,-73.9839992,31115.4,2434.5
442,40.716454,-73.9805736,30806.5,2367.3
443,40.810992,-73.954288,29903.5,2399.8
444,40.7165367,-74.0066844,32496,2890.9
445,40.717122,-74.007957,32621.5,2948.4
446,40.705624,-74.006766,34572.7,2613.7
447,40.743451,-73.988194,28128.4,2294.2
448,40.7427711,-73.9865977,27949.1,2202.9
449,40.7420643,-73.9849234,27785.1,2162
450,40.7414058,-73.9833636,27798.8,2161.4
451,40.7407284,-73.981759,27745.9,2115.6
452,40.7397899,-73.9795355,27960.4,2177.1
453,40.738796,-73.977148,28232.2,2154.6
454,40.766767,-73.971189,27700.1,2459.1
455,40.7660912,-73.9695848,27545.5,2434.7
456,40.7653743,-73.9678596,27092,2343.7
457,40.7647323,-73.9663588,27234.5,2352.8
458,40.764057,-73.9647558,27080,2314.5
459,40.763113,-73.962515,27166.6,2361.2
460,40.7621165,-73.9601308,32773,2329.8
461,40.7754205,-73.9839608,29136.2,2788.2
462,40.7132584,-74.0092662,32523.2,2864.5
463,40.7138543,-74.0105666,36193,2772.6
464,40.7206316,-73.9949663,29094.6,2524.1
465,40.7208958,-73.9957503,28968,2469.5
466,40.7211736,-73.9965747,29382.5,2617.5
467,40.7214509,-73.9973979,29353.9,2638.2
468,40.7215815,-73.9977854,29318.2,2621.6
469,40.774407,-73.96561,33634.7,2655.2
470,40.7737351,-73.9640105,33480.9,2612.2
471,40.7729988,-73.9622579,33312.1,2557
472,40.7723778,-73.9607795,33171,2579.2
473,40.7717042,-73.9591761,33017.2,2533.4
474,40.7707623,-73.9569342,32801.2,2460.7
475,40.7697674,-73.9545659,32572.9,2421.7
476,40.7182987,-74.0053609,34266.2,2806.1
477,40.7190194,-74.0051717,32542.9,2868.5
478,40.7198568,-74.0051934,32636.1,2886.8
479,40.7206388,-74.0052198,32723.1,2909.7
480,40.723625,-74.004786,32791.8,2885.6
481,40.724173,-74.004575,29917.4,2692.6
482,40.7248717,-74.0042981,29998.5,2706.7
483,40.725513,-74.004031,33425.9,3069.4
484,40.72625,-74.00373,30159.1,2728.6
485,40.726958,-74.003445,30047.4,2836.7
486,40.727664,-74.003155,30752.7,2871.8
487,40.7296932,-74.0021986,30416.2,2748.8
488,40.730581,-74.001684,30045.3,2721.2
489,40.731065,-74.001413,30582.5,2771.3
490,40.731706,-74.000954,30663.6,2787.5
491,40.732315,-74.000511,30105.6,2699.9
492,40.732929,-74.000066,29777.1,2601.8
493,40.7336634,-73.9995234,29682.6,2600
494,40.734784,-73.998714,29678.8,2592.9
495,40.735391,-73.998274,29444.1,2523
496,40.736032,-73.997805,29525.6,2547.4
497,40.737361,-73.99684,29176,2468.8
498,40.738044,-73.996337,29106,2452.8
499,40.738686,-73.995874,29187.4,2468.6
500,40.739272,-73.995446,28957,2448.8
501,40.740442,-73.994593,28801.5,2394.1
502,40.741617,-73.993739,28654.2,2405.4
503,40.742233,-73.993292,29123.9,2520.1
504,40.742901,-73.992805,28817.3,2459
505,40.744186,-73.991871,28980.5,2480.7
506,40.7448072,-73.9914152,28407.7,2321.1
507,40.745421,-73.990968,28169.3,2281.2
508,40.746038,-73.990518,28247.7,2307.5
509,40.747277,-73.989617,28543.5,2582.8
510,40.7478958,-73.9891568,28170.1,2343
511,40.7485042,-73.988708,27933.3,2291
512,40.7491158,-73.9882654,28011,2305.4
513,40.7497921,-73.9877652,28097.2,2320.3
514,40.750458,-73.9872889,27533.4,2297.6
515,40.751088,-73.9868238,27706.4,2259.2
516,40.7517,-73.986399,27690.6,2333.3
517,40.752317,-73.985947,27511.8,2174.6
518,40.752935,-73.985488,27589.8,2243.2
519,40.7535585,-73.9850397,28207.7,2401.6
520,40.754842,-73.984118,27832.2,2246.6
521,40.755516,-73.983624,27917.9,2264.1
522,40.7561419,-73.9831666,28704,2528
523,40.7567712,-73.9827118,28077.3,2292.6
524,40.7573902,-73.9822537,28156.2,2310.2
525,40.7580163,-73.9817975,28302.1,2422.3
526,40.758645,-73.981341,28315.6,2333.3
527,40.7592744,-73.9808828,28395.5,2348.4
528,40.7599106,-73.9804176,28476.5,2361.6
529,40.7605248,-73.9799722,28554.4,2378.9
530,40.7611421,-73.9795173,28633,2394.2
531,40.761771,-73.979057,28777.8,2552.2
532,40.762396,-73.978601,29888.6,2918.8
533,40.763023,-73.9781397,28936.2,2584.6
534,40.7636462,-73.9776851,28951.4,2476.1
535,40.764324,-73.977196,29037.4,2488.1
536,40.7650275,-73.9766802,28187.7,2682
537,40.7656707,-73.9762208,29208.2,2536.7
538,40.7283924,-74.0030987,30290.8,2729.4
539,40.7910468,-73.9513728,30174.1,2258.5
540,40.7903105,-73.9496273,30690.3,2216.5
541,40.7896812,-73.9481484,29880.1,2192.4
542,40.7890027,-73.9465505,30396.1,2190.2
543,40.7880638,-73.9443183,29492.9,2052.4
544,40.7870603,-73.9419364,29950.5,2071.7
545,40.717265,-74.009064,32640,2956.3
546,40.7141186,-74.0034172,34002.4,2677.6
547,40.7160026,-74.0071072,32426.7,2874.2
548,40.716587,-74.008378,36833.3,2812.6
549,40.71692,-74.009115,32601.4,2947
550,40.7488769,-74.006932,29858.7,2670.9
551,40.7501781,-74.0060705,29698.3,2698.4
552,40.7507886,-74.0056363,29619.7,2614.2
553,40.7513932,-74.0051843,29542.5,2600.2
554,40.7520155,-74.0047377,29463.7,2588
555,40.7532728,-74.003806,29303.3,2566
556,40.7551201,-74.0024742,29069.2,2537.7
557,40.7557886,-74.0019962,29045.3,2624.5
558,40.7564655,-74.0015087,29070.3,2529
559,40.7570801,-74.0010659,28881.7,2604
560,40.7576858,-74.0006278,28804.9,2580.8
561,40.7582984,-74.0001819,29141.2,2566.2
562,40.7595167,-73.9992636,29135,2581.6
563,40.7601488,-73.9988039,29287.6,2630.3
564,40.7608279,-73.9983286,29376.1,2701.7
565,40.7615047,-73.9978445,29290.5,2678.9
566,40.7621219,-73.9973838,29526.8,2701
567,40.7627499,-73.9969249,29447,2686.7
568,40.7633783,-73.9964573,29667,2749.9
569,40.7640036,-73.9960052,29605.9,2735.3
570,40.7646309,-73.9955449,29686.3,2740.3
571,40.7652542,-73.9950835,29764.3,2719.9
572,40.7658858,-73.9946355,44531.6,2922.6
573,40.766505,-73.994173,29923.9,2783.4
574,40.7671047,-73.9937222,44374.1,2921.8
575,40.7677405,-73.9932635,30080.8,2792.2
576,40.7683937,-73.9927954,44219.2,2911.4
577,40.7690142,-73.9923444,44175.6,2904.9
578,40.7696438,-73.9918904,44095.8,2892.6
579,40.7703191,-73.991402,44181.4,2913.1
580,40.7709763,-73.9909131,44296.8,2910.4
581,40.7716213,-73.9904588,44374.8,2922.8
582,40.729464,-74.0051677,30394,2725.9
583,40.730719,-74.00446,30242.2,2702.7
584,40.731128,-74.004223,30192.5,2704.8
